,br_female_outerwear_7,br_female_outerwear_105,br_female_outerwear_110,br_female_outerwear_170,br_female_pants_45,br_female_pants_50,br_female_pants_93,br_female_shoes_53,br_female_shoes_92,br_female_shoes_108,br_female_shoes_308,br_female_skirt_10,br_female_top_215,br_male_pants_79,br_male_top_45,br_male_top_81,br_male_top_119,br_male_top_132,br_male_top_163,br_female_texture_42,br_female_texture_75,br_male_texture_19,cn_female_outerwear_32,cn_female_pants_131,cn_female_shoes_132,cn_female_skirt_7,cn_female_skirt_21,cn_female_top_74,cn_female_top_94,cn_female_top_393,cn_female_top_403,cn_male_outerwear_108,cn_male_outerwear_129,cn_male_pants_56,cn_male_pants_71,cn_male_pants_97,cn_male_top_67,cn_female_colortrend_5,cn_male_texture_22,cn_male_texture_47,eu_female_outerwear_6,eu_female_outerwear_23,eu_female_outerwear_28,eu_female_outerwear_161,eu_female_pants_15,eu_female_pants_23,eu_female_pants_122,eu_female_shoes_71,eu_female_shoes_171,eu_female_shoes_199,eu_female_shoes_209,eu_female_shorts_26,eu_female_shorts_36,eu_female_shorts_37,eu_female_top_100,eu_female_top_109,eu_female_top_198,eu_female_top_323,eu_male_pants_21,eu_male_pants_76,eu_male_pants_91,eu_male_shoes_19,eu_male_top_96,eu_female_colortrend_24,eu_female_texture_3,eu_female_texture_60,eu_male_texture_17,eu_male_texture_54,jp_female_pants_48,jp_female_shoes_99,jp_female_shoes_259,jp_female_top_68,jp_female_top_148,jp_female_top_291,jp_female_top_340,jp_male_outerwear_36,jp_male_outerwear_119,jp_male_pants_47,jp_male_shoes_1,jp_male_shoes_32,jp_male_shoes_65,jp_male_top_3,jp_male_top_78,jp_male_top_84,jp_male_top_122,jp_male_top_150,jp_female_texture_1,us_female_outerwear_118,us_female_outerwear_176,us_female_shoes_96,us_female_shoes_255,us_female_shorts_36,us_female_skirt_2,us_female_top_202,us_female_top_228,us_female_top_359,us_female_top_386,us_male_outerwear_39,us_male_pants_4,us_male_top_79
2015-01-05,0.0,0.0,0.0,0.014471698042747675,0.0,0.0,0.03716622764914587,0.0,0.0,0.00962392046577805,0.03849568186311219,0.06866706876202475,0.009654486318659077,0.0,0.010935658992335878,0.008201744244251909,0.15856705538887025,0.019137403236587785,0.024605232732755725,0.0,0.0,0.0,0.0026383312589531283,0.0059126215320529,0.003139588913184485,0.02299753412047083,0.028746917650588538,0.0011853414744338222,0.002765796773678919,0.0007902276496225483,0.0015804552992450965,0.020708042004663592,0.007308720707528326,0.010386851811372864,0.07963253055385862,0.18176990669902515,0.010939720357093854,0.006572029442691903,0.000869187309865276,0.000434593654932638,0.016059348541301418,0.0051097927176868155,0.011679526211855579,0.010949555823614609,0.06262029748466301,0.002504811899386521,0.0008349372997955068,0.004033554748317257,0.0047058138730368,0.006050332122475885,0.0,0.021806522634772788,0.0,0.015576087596266275,0.0009933993388367307,0.002483498347091827,0.008940594049530575,0.019371287107316247,0.0682562425792688,0.022326808320321568,0.0012758176183040894,0.028256466187666713,0.05171171472430479,0.004337610699439725,0.0012651364540032532,0.0009036688957166093,0.0,0.0002523977788995457,0.021716648356683025,0.003515645432638216,0.015820404446871973,0.002102956588247076,0.001051478294123538,0.002628695735308845,0.01051478294123538,0.021353706944805147,0.03688367563193617,0.010166275898179814,0.022300623733939,0.02477847081548777,0.012389235407743887,0.003848950337891957,0.0023093702027351744,0.022323911959773356,0.0007697900675783915,0.006158320540627132,0.0014605647517039922,0.017716637580234614,0.002530948225747802,0.0024823132710059216,0.006619502056015789,0.07822604728736401,0.033101343134300645,0.0073526737901994455,0.007646780741807423,0.005882139032159556,0.0005882139032159558,0.0183593340827031,0.012023316284632251,0.011462622441902708
2015-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.03158874408027873,0.0,0.0,0.0,0.04017111127559694,0.05468421026220505,0.01717367046850386,0.0,0.010779319841207554,0.0,0.10509836845177364,0.021558639682415108,0.008084489880905666,0.001483679525222552,0.0,0.0024630541871921183,0.003403538216475965,0.0,0.005960060196314894,0.015347203123300197,0.010231468748866795,0.0,0.000990004386643653,0.000330001462214551,0.001320005848858204,0.016291174987265403,0.003054595310112264,0.011603751965911005,0.04757538306023512,0.16477327791593627,0.01021004100309392,0.006319514661274014,0.00117096018735363,0.0,0.015672568676511067,0.004986726397071705,0.014247789705919157,0.007123894852959578,0.06189392403706915,0.0031740473865163664,0.0007935118466290916,0.0005809948945873621,0.008714923418810432,0.0034859693675241728,0.0011619897891747245,0.039388934753990634,0.00908975417399784,0.024239344463994242,0.000700642127178177,0.0016348316300824131,0.008641252901864183,0.014479937295015656,0.07420331393330556,0.019026490752129636,0.001268432716808642,0.04218700569970624,0.07338231660767107,0.0043387712599791736,0.0006942034015966678,0.0008677542519958348,0.000496031746031746,0.000496031746031746,0.023401080660744342,0.007217778814083495,0.007217778814083495,0.0022417486415764053,0.0022417486415764053,0.006164808764335115,0.015692240491034837,0.02148726680838549,0.019696661241020038,0.0056163628754254315,0.01935489373855004,0.01935489373855004,0.0064516312461833465,0.00672485433581501,0.0029888241492511155,0.023910593194008924,0.0029888241492511155,0.010460884522378904,0.0004759638267491671,0.014501362573094525,0.0036253406432736313,0.0008249731076045543,0.018974381474904743,0.04698732410853088,0.010183056624466695,0.0069945645395326295,0.007298676041251439,0.0048657840275009604,0.0006082230034376201,0.022875971993801068,0.004045937129797279,0.011217929005117276
2015-01-19,0.0,0.014997920379021569,0.0,0.014997920379021569,0.010270781283222336,0.020541562566444672,0.010270781283222336,0.006863508787089709,0.0,0.0,0.034317543935448544,0.0,0.007580825232841295,0.0,0.032927020901729116,0.0,0.1317080836069165,0.016463510450864558,0.005487836816954854,0.0,0.0014619883040935672,0.0024630541871921183,0.002095868795540256,0.001707753256723455,0.009903684939775824,0.012768934091820124,0.012768934091820124,0.00033034601234392316,0.0006606920246878463,0.0013213840493756927,0.0009910380370317694,0.00911707109926434,0.00405203159967304,0.00900048154030068,0.04950264847165375,0.1665089084955626,0.008043134113288223,0.007509386733416771,0.00040567951318458417,0.0,0.018109814534170144,0.0038806745430364593,0.01293558181012153,0.006467790905060765,0.06920660841696477,0.0038448115787202658,0.0015379246314881064,0.0016987667249888571,0.0067950668999554285,0.003963789024974001,0.0011325111499925714,0.032369184637311865,0.0029426531488465336,0.029426531488465336,0.001597107519117978,0.000912632868067416,0.009582645114707869,0.01939344844643259,0.06481095304058437,0.020253422825182617,0.005208023012189816,0.04054655690070132,0.0607022349053509,0.004656390494540783,0.0011239563262684651,0.0004816955684007707,0.00045279601539506445,0.00022639800769753222,0.013835024360493912,0.013562289571600857,0.015257575768050962,0.002986726478526437,0.0019911509856842913,0.002986726478526437,0.013440269153368965,0.01569441746361675,0.0313888349272335,0.005095302288389681,0.011620272177089785,0.03292410450175439,0.005810136088544892,0.004811826120313604,0.000687403731473372,0.02130951567567453,0.004811826120313604,0.012373267166520695,0.0003984063745019921,0.016892145867756326,0.006496979179906279,0.0016934761877456662,0.0076206428448554984,0.02275735214093803,0.044962358956230776,0.0072167575027878485,0.008471845764142259,0.005020353045417634,0.0012550882613544085,0.027650899790845,0.00866238796890598,0.015344316671046273
2015-01-26,0.0,0.005841849199133447,0.0,0.011683698398266894,0.008992084897301326,0.047957786118940415,0.02697625469190398,0.0043591155183064145,0.0,0.0021795577591532072,0.034872924146451316,0.033683836107995815,0.013236628189088,0.004713009627971732,0.016014529577557283,0.0013925677893528072,0.14830846956607402,0.027851355787056147,0.020192232945615705,0.0008090614886731393,0.0,0.0012143290831815425,0.003175813123123613,0.0016382898952623658,0.008172572431657935,0.019970468300055118,0.024963085375068902,0.0005996058560599082,0.0002998029280299541,0.0008994087840898625,0.0005996058560599082,0.009745923901878143,0.003543972327955689,0.009325872466009568,0.07149835557274002,0.1492139594561531,0.00853375761717733,0.00713956701980654,0.00035473572188719397,0.0,0.017739503779599052,0.00818746328289187,0.023880101241767957,0.015010349351968428,0.06612752436820749,0.001486011783555224,0.0022290176753328363,0.0016703353052704552,0.00946523339653258,0.0077948980912621235,0.0005567784350901517,0.03427725529450328,0.0031161141176821163,0.03116114117682116,0.0013515935378790465,0.002477921486111585,0.010136951534092848,0.01869704394066014,0.07709508428944223,0.02051724017380317,0.004352141855049158,0.026552622305024528,0.06592903684184018,0.0035379172435009995,0.001384402399630826,0.0007691124442393477,0.0,0.00047675804529201437,0.025510570624700715,0.01074939853381865,0.00895783211151554,0.005092065040773574,0.003055239024464145,0.00407365203261886,0.01833143414678487,0.023657370048896682,0.023657370048896682,0.004206594394941748,0.018610928799789532,0.0268824527108071,0.016543047822035136,0.0041310021537819454,0.004819502512745603,0.019966510409946063,0.004819502512745603,0.008262004307563891,0.0016985138004246285,0.006564510891903325,0.0,0.0025514355737249576,0.008504785245749859,0.06032817744027043,0.022791449376963983,0.010138329783757064,0.006019633309105757,0.011405621006726695,0.0015841140287120414,0.013428592075512209,0.010720511456889906,0.009427315642318563
2015-02-02,0.005121719417897521,0.003073031650738512,0.0010243438835795039,0.010243438835795041,0.015519808626014153,0.0402104132583094,0.02186882124574721,0.0032453078674211807,0.0010817692891403935,0.005408846445701968,0.04164811763190515,0.04851689914471378,0.009561536515045195,0.00970544341459396,0.014386159209719787,0.0016389295302212414,0.1118114146173158,0.01657139858334811,0.02421973639104724,0.0017580144777662875,0.00010341261633919338,0.0026393929396238865,0.005697639960998914,0.001806963326271155,0.004337493863580811,0.02106201720816513,0.015796512906123845,0.00032708591214533264,0.00032708591214533264,0.00032708591214533264,0.001962515472871996,0.009084278302946298,0.003028092767648766,0.005594137950083039,0.06712965540099647,0.1309028280319431,0.011611985249798108,0.007104795737122558,0.0,0.0,0.01847980448118106,0.003186173186410528,0.012107458108360005,0.010832988833795793,0.05905934510490311,0.004724747608392249,0.0039372896736602075,0.0036124738505461055,0.010837421551638316,0.00481663180072814,0.0006020789750910175,0.020301950656749,0.0101509753283745,0.023685609099540504,0.00045254355085660243,0.0013576306525698073,0.009955958118845254,0.0183280138096924,0.06448213499595784,0.017283871236029938,0.002659057113235375,0.010996708397765054,0.06524015730280901,0.003805295703186935,0.0011098779134295226,0.0004756619628983669,0.00025516713447307985,0.0005103342689461597,0.04220893149017768,0.0017578163628773366,0.0070312654515093465,0.007615787907267762,0.002030876775271403,0.00660034951963206,0.012692979845446269,0.02596333309745642,0.02596333309745642,0.006438496098649693,0.030061601453255905,0.017178057973289088,0.008589028986644544,0.003479737413306178,0.0013918949653224713,0.0215743719624983,0.004175684895967414,0.005567579861289885,0.0008210180623973727,0.005355920267197815,0.005355920267197815,0.0,0.006813436039004582,0.04567392319872368,0.07889535868228517,0.009263167619116969,0.006275049032305043,0.006275049032305043,0.0011952474347247698,0.02467522560633888,0.014722240019150769,0.011860071657732287
2015-02-09,0.0,0.003454059901678292,0.002302706601118861,0.008059473103916014,0.01836637731005605,0.03749802034136444,0.020662174473813057,0.0016275398056487327,0.0010850265370991553,0.0048826194169461976,0.04828368090091241,0.04667293094401585,0.009909261620475082,0.01647715639850204,0.014039784243110712,0.0010273012860812717,0.1236185880917797,0.01849142314946289,0.01883385691148998,0.001998107056472816,0.0,0.0028142589118198874,0.0011173963119967068,0.007165483712138647,0.0028286347533470657,0.01616984727922141,0.0053899490930738045,0.0006348742085086358,0.0,0.0009523113127629537,0.0015871855212715898,0.021851297318592446,0.0010405379675520214,0.007201245358571783,0.05520954774905033,0.1848319642033424,0.011344395319760885,0.008965163934426229,0.0010518934081346423,0.0,0.014023056751598376,0.0048775849570776965,0.014023056751598376,0.007926075555251256,0.06794740428731344,0.004291415007619797,0.0014304716692065988,0.003700474112604618,0.009515504860983305,0.005815030748378686,0.0005286391589435169,0.04195108109533631,0.005993011585048043,0.011986023170096087,0.0022138225360541,0.0015496757752378695,0.010626348173059678,0.020145785078092303,0.07408915431090722,0.02026370032435069,0.003166203175679796,0.03069610432811087,0.06843970628504678,0.00491826992622595,0.0013018949804715753,0.0008679299869810503,0.00023529411764705883,0.00023529411764705883,0.021869585156815214,0.0071589456251224095,0.0071589456251224095,0.005930494641770721,0.002965247320885361,0.004447870981328041,0.012849405057169895,0.030287408099087827,0.008413168916413284,0.012079426750819569,0.021328220880676416,0.02346104296874405,0.02772668714487934,0.0006756205961927667,0.003378102980963834,0.022295479674361303,0.008107447154313201,0.009458688346698736,0.002701659590891548,0.016751358999773962,0.003589576928522992,0.0007351969785990058,0.007351969785990058,0.0441278822403048,0.0724400582142678,0.01158877204448464,0.009892854184316156,0.00734897739406343,0.0008479589300842419,0.0192775201378734,0.013996228327193595,0.010515480458538824
2015-02-16,0.0038019305126924478,0.0025346203417949656,0.0012673101708974828,0.011405791538077343,0.01482809803668796,0.03047997929763636,0.026361063176334156,0.001648647889091537,0.002198197185455382,0.0038468450745469205,0.04506304230183534,0.04807633985350492,0.010559445437565285,0.013166397330446965,0.016353237484479546,0.0016518421701494492,0.13396439999912033,0.022630237731047453,0.020317658692838227,0.0011836654172420597,0.0002959163543105149,0.0018397962071893573,0.002214618031785493,0.0018040197003202781,0.0,0.019512211380741558,0.013008140920494371,0.0,0.0,0.00033285692820131873,0.0006657138564026375,0.014376607751219132,0.004492689922255978,0.010709789882455977,0.07496852917719184,0.16707272216631325,0.015965105902317332,0.006089824917533621,0.0007320644216691068,0.0,0.016595753412690997,0.008297876706345499,0.021930102723913103,0.016595753412690997,0.07160428002786526,0.005012299601950568,0.00286417120111461,0.0030854740437947915,0.013884633197076559,0.006685193761555381,0.001028491347931597,0.050546279552563744,0.012636569888140936,0.01579571236017617,0.0011295982725477414,0.003162875163133677,0.012199661343515607,0.02214012614193573,0.08015760022908636,0.015909142030200343,0.006118900780846286,0.031677577280309566,0.06545189361814764,0.005402485143165856,0.0009454349000540248,0.0010804970286331713,0.00023073373327180433,0.0,0.017006303249392892,0.011355945044931362,0.006489111454246493,0.00633926682057775,0.0024381795463760576,0.0029258154556512693,0.012190897731880292,0.014707818053114824,0.022878828082623055,0.006015489673595228,0.02713803799267715,0.017445881566721024,0.017445881566721024,0.005995696790306128,0.003330942661281182,0.020651844499943332,0.003330942661281182,0.011991393580612256,0.0003557452863749555,0.016190130549385347,0.004317368146502759,0.005879882030187685,0.008084837791508067,0.06428905214691184,0.032780427761741414,0.010206557075067386,0.00866010903339051,0.006495081775042882,0.000927868825006126,0.019412409509973468,0.014177376551795072,0.01130701575917268
2015-02-23,0.004533354091145185,0.00906670818229037,0.003400015568358889,0.010200046705076666,0.015535733938517982,0.0458674049613388,0.02219390562645426,0.003961442442702891,0.003395522093745334,0.003395522093745334,0.04923507035930736,0.052625126526235716,0.01130841818705554,0.0071873329730803796,0.015495700194252912,0.001291308349521076,0.1123438264083336,0.018078316893295063,0.018447262136015368,0.0015824454056335055,0.00010549636037556704,0.0018481182795698926,0.0011536791457354455,0.003918987601895622,0.002849172314537416,0.016702603858306686,0.022270138477742243,0.0006651008070932745,0.00033255040354663733,0.001330201614186549,0.0006651008070932745,0.013173002317742164,0.008106462964764409,0.017453306169278756,0.07563099340020794,0.17918727667126189,0.01103135786863753,0.006369426751592357,0.0003779289493575208,0.0003779289493575208,0.024913268350067994,0.012456634175033997,0.027285960573883997,0.011270288063126,0.059228793672101473,0.007664902710507249,0.0006968093373188408,0.004547430642228322,0.01818972256891329,0.009600131355815349,0.0,0.021456308979966237,0.012260747988552131,0.0183911219828282,0.0010919969792815905,0.0017471951668505449,0.00939117402182168,0.014632759522373315,0.09652150541959434,0.013162023466308318,0.0056408671998464215,0.024765504359056268,0.0648774334463715,0.0065146579804560255,0.0007516913054372337,0.0011275369581558506,0.0,0.0002248201438848921,0.01801464041783292,0.008451596707707038,0.010141916049248443,0.0103354039012147,0.0034451346337382336,0.0073824313580105015,0.0073824313580105015,0.013480683222322359,0.021906110236273837,0.006440519759776072,0.02052534977493297,0.022577884752426263,0.01847281479743967,0.0041037598446075785,0.0034197998705063157,0.01573107940432905,0.006155639766911368,0.006155639766911368,0.002170767004341534,0.016711016672418186,0.0059682202401493524,0.0008858406125963244,0.008858406125963246,0.051464308073337434,0.01838772636865461,0.008204310517969781,0.00851986092250708,0.008204310517969781,0.0009466512136118981,0.02362894739547993,0.00817062314516433,0.007877496781272706
2015-03-02,0.0072804178002942544,0.006067014833578546,0.003640208900147128,0.008493820767009962,0.015590109131696797,0.047448158226903285,0.02101275578620003,0.005095964074514876,0.0011324364610033055,0.0005662182305016529,0.04190014905712231,0.048566196310963386,0.008554445816485663,0.013653161293793079,0.015218341597615937,0.0007246829332198066,0.10834009851636107,0.015399512330920887,0.019385268463629826,0.0016803192606595252,0.00021003990758244065,0.002030800473853444,0.0012301187193079555,0.002103312651240408,0.006190963736426198,0.026801451019445446,0.020101088264584083,0.00037478619375624336,0.0007495723875124867,0.00037478619375624336,0.0018739309687812171,0.010239216820787886,0.004095686728315154,0.012332589147635695,0.05919642790865135,0.17265624806689975,0.011766582052191507,0.00764364786505008,0.0,0.0,0.02442797674471291,0.009887514396669513,0.029662543190008533,0.013377225360199928,0.06692880937671035,0.00694544248248881,0.003788423172266623,0.005582753332899349,0.017255783028961625,0.011165506665798698,0.0005075230302635772,0.048203666959748336,0.003012729184984271,0.012050916739937084,0.0012297858911256953,0.003074464727814239,0.011068073020131259,0.018241824051697816,0.08007098161680656,0.02355028871082546,0.0005887572177706366,0.020510228681269425,0.06146894205848213,0.00468975468975469,0.0010822510822510825,0.0015632515632515633,0.0004179728317659352,0.0,0.020377512094560863,0.012351513647667563,0.008822509748333974,0.006628672431341731,0.00189390640895478,0.005208242624625646,0.0094695320447739,0.026967878597187474,0.026967878597187474,0.010792136551080252,0.02364585801082057,0.015047364188704,0.021496234555291427,0.0041512023345434464,0.001383734111514482,0.02905841634180412,0.0041512023345434464,0.013145474059387577,0.0020775623268698058,0.010036998688590265,0.0011152220765100293,0.003801907021524567,0.010645339660268786,0.09749963321563243,0.03621565641693511,0.007535391824379964,0.011303087736569946,0.0060862780119992025,0.00115929104990461,0.021094682860504952,0.009696004422989254,0.012680903730440849
2015-03-09,0.005421834176354249,0.0021687336705417,0.006506201011625099,0.0173498693643336,0.020573268516136032,0.04555509457144406,0.032329421953928045,0.003340870771281993,0.0,0.0022272471808546623,0.046772190797947914,0.07297720670483214,0.011137189133111406,0.0129031585341452,0.012332504988338636,0.0022580642936394684,0.117940435029323,0.014937963788691869,0.016327541815546926,0.0021099272075113407,0.00021099272075113408,0.0016048788316482105,0.003367706485707442,0.0017819278917640085,0.005417147430030529,0.005260315982073604,0.01578094794622081,0.0,0.0019141056963100376,0.0003190176160516729,0.0012760704642066918,0.01137695912851923,0.006636559491636219,0.013678813688105316,0.05699505703377215,0.19492309505550076,0.015011031737006112,0.004865616311399444,0.0008012820512820513,0.001201923076923077,0.024761527330510676,0.003095190916313834,0.016094992764831936,0.014856916398306403,0.0826963766587923,0.009110617767494066,0.00560653401076558,0.003175062968636581,0.013229429035985757,0.007937657421591453,0.0005291771614394302,0.03595803036725971,0.006537823703138129,0.019613471109414388,0.0015095248606564124,0.0032346961299780253,0.010997966841925288,0.01682041987588574,0.07688410059846565,0.021793918279880028,0.002421546475542225,0.02156550488903895,0.057439628038446974,0.004908926495284847,0.0016793695904921847,0.001033458209533652,0.0,0.0,0.01976524135384232,0.016521556456915533,0.01817371210260708,0.00516975814147743,0.000516975814147743,0.0062037097697729155,0.008271613026363887,0.010258328679635623,0.011968050126241563,0.005494410303425671,0.019013916260328743,0.012675944173552495,0.010563286811293749,0.0028942302057832713,0.002170672654337453,0.018812496337591262,0.0036177877572290892,0.006512017963012359,0.0011086474501108647,0.010510014751297777,0.005838897084054321,0.004567747371729064,0.01065807720070115,0.08877927327597764,0.04908363129927648,0.0105257810856729,0.009648632661866824,0.005555273350771808,0.0011695312317414332,0.020998243394246868,0.008022559432921579,0.012277579337084177
